ques_naire;user_id;propertyid;createtime;min-erittain-korkea-asuinalue-sopii-helsinkiin;kuinka-todennakoisesti-asut-alueella-viela-5-vuoden-kuluttua;min-mieluiten-ulkoilen-laajassa-metsassa-vaikka-se-olisi-vahan-kauempana-kotoa;tarkein;min-kiinnostavin-uusi-kulttuuri-syntyy-kohtaamisista-kaupungissa;min-haluan-tehda-paivittaiset-ostokseni-vahan-kerrallaan-lahella-kotia;min-jos-raideliikenteen-yhteyksia-parannetaan-kayttaisin-raideliikennetta-nykyista-enemman-seka-tyomatkoihini-etta-vapaa-ajalla;toiseksi-tarkein;jos-asut-muualla-kuin-helsingissa-missa-asu;min-esikaupungeissa-tehokkain-rakentaminen-kannattaisi-keskittaa-asemien-laheisyyteen;min-suurkaupunki-ja-sen-monet-mahdollisuudet-ovat-kiehtovia;kolmenneksi-tarkein;ika;missa-kaupunginosassa-asut;user-language;min-helsingin-keskustaan-johtavien-isojen-teiden-muuttaminen-puistokaduiksi-on-hyva-idea;min-koska-helsinki-kasvaa-pitaa-sita-tiiviistaa;elamantilanne-asumismuoto;min-autoilun-tarpeen-vahentamiseksi-olen-valmis-hyvaksymaan-tiiviimpaa-rakentamista-asuinalueellani;min-asuinalueeltani-loytyy-viela-paikkoja-joita-voisi-kayttaa-rakentamiseen
"mita-ajattelet-tulevaisuuden-k";"3214";"20803";"2013-11-20T18:29";"13,65";"melko-todennakoisesti";"64,44";"henkiloauto";"31,9";"69,21";"12,46";"joukkoliikenne"; ; ;"23,97";"kavely";"50-59";"Laajasalo";"fi"; ;"23,17";"pariskunta";"slider_default_value";"14,05"
"mita-ajattelet-tulevaisuuden-k";"3216";"20829";"2013-11-20T19:09"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3217";"20830";"2013-11-20T20:04"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3218";"20873";"2013-11-20T20:57";"100";"melko-epatodennakoisesti";"80,98";"henkiloauto";"80,71000000000001";"18,8";"100";"kavely"; ;"30,310000000000002";"16,42";"joukkoliikenne";"50-59";"Laajasalo";"en";"60,870000000000005";"70,79";"yksin-asuva";"90,52";"30,310000000000002"
"mita-ajattelet-tulevaisuuden-k";"3219";"20874";"2013-11-20T21:02";"20,4";"melko-todennakoisesti";"31,08";"joukkoliikenne";"20,4";"56,07";"15,92";"kavely"; ;"20,8";"10,88";"henkiloauto";"20-24";"Taka-Töölö";"fi";"40,64";"15,64";"yksin-asuva";"11,23";"41,03"
"mita-ajattelet-tulevaisuuden-k";"3220";"20889";"2013-11-20T21:44"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3221";"20890";"2013-11-20T22:39"; ;"erittain-todennakoisesti";"100";"henkiloauto";"70,63";"0";"0";"kavely"; ;"19,05";"37,7";"polkupyora";"50-59";"Taka-Töölö";"fi";"16,67";"36,9";"yksin-asuva";"81,35";"100"
"mita-ajattelet-tulevaisuuden-k";"3222";"20897";"2013-11-20T23:22"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en";"89,05"; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3223";"20919";"2013-11-21T05:16"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3224";"20920";"2013-11-21T05:18";"100";"erittain-todennakoisesti";"40,28";"henkiloauto";"100";"85,91";"100";"henkiloauto";"muualla-uudenmaan-alueella";"0";"44,25";"henkiloauto";"30-39";"Taka-Töölö";"fi";"100";"100";"yksin-asuva";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"3225";"20921";"2013-11-21T06:05";"100";"erittain-todennakoisesti";"20,63";"joukkoliikenne";"100";"50,79";"25,79";"kavely"; ;"100";"60,71";"henkiloauto";"40-49";"Vartiokylä (Vartioharju, Puotila, Puotinharju, Myllypuro, Marjaniemi, Itäkeskus)";"fi";"40,08";"98,81";"pariskunta";"60,71";"100"
"mita-ajattelet-tulevaisuuden-k";"3227";"20939";"2013-11-21T06:46";"28,57";"erittain-todennakoisesti";"71,03";"kavely";"41,27";"40,87";"39,68";"polkupyora"; ;"39,29";"36,9";"joukkoliikenne";"40-49";"Kallio";"fi";"44,050000000000004";"71,43";"pariskunta";"39,68";"51,19"
"mita-ajattelet-tulevaisuuden-k";"3229";"20940";"2013-11-21T07:22";"83,93";"erittain-todennakoisesti";"75,79";"joukkoliikenne";"78,97";"23,41";"27,78";"kavely"; ;"72,22";"40,08";"polkupyora";"50-59";"Punavuori";"fi";"74,60000000000001";"83,13";"yksin-asuva";"33,33";"81,55"
"mita-ajattelet-tulevaisuuden-k";"3230";"20941";"2013-11-21T07:40";"82,34";"erittain-todennakoisesti";"87,5";"joukkoliikenne";"40,28";"40,67";"18,06";"polkupyora"; ;"65,28"; ;"henkiloauto";"50-59";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"fi";"41,47";"31,150000000000002";"lapsiperhe";"26,39";"19,25"
"mita-ajattelet-tulevaisuuden-k";"3231";"20942";"2013-11-21T07:47";"1,99";"erittain-todennakoisesti";"100";"henkiloauto";"10,36";"1,99";"100";"kavely"; ;"1,99";"1,99";"polkupyora";"50-59";"Punavuori";"fi";"100";"67,73";"pariskunta";"100";"60,96"
"mita-ajattelet-tulevaisuuden-k";"3232";"20943";"2013-11-21T07:49"; ;"vaikea-sanoa"; ;"henkiloauto"; ; ; ;"polkupyora";"muualla-suomessa"; ; ; ;"25-29";"Haaga";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"3235";"20950";"2013-11-21T08:03"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3236";"20951";"2013-11-21T08:04";"88,69";"erittain-epatodennakoisesti";"74,8";"joukkoliikenne";"0";"30,36";"82,34";"kavely"; ; ;"0";"henkiloauto";"50-59";"Haaga";"fi"; ;"82,34";"pariskunta";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"3238";"20952";"2013-11-21T08:15"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3239";"20953";"2013-11-21T08:27"; ; ; ;"kavely"; ; ; ;"joukkoliikenne"; ; ; ;"polkupyora";"50-59";"Lauttasaari";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"3240";"20954";"2013-11-21T08:33"; ;"erittain-todennakoisesti";"30,75";"joukkoliikenne";"4,17";"6,15";"5,36";"kavely"; ;"18,45";"4,17";"polkupyora";"50-59";"Lauttasaari";"fi";"20,44";"7,74";"lapsiperhe";"41,47";"77,18"
"mita-ajattelet-tulevaisuuden-k";"3241";"20955";"2013-11-21T08:36"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3244";"20956";"2013-11-21T08:49"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3246";"20968";"2013-11-21T09:13";"12,3";"melko-todennakoisesti";"30,16";"henkiloauto";"84,52";"17,86"; ;"joukkoliikenne";"muualla-uudenmaan-alueella";"94,05";"17,46";"kavely";"40-49"; ;"fi";"94,84";"85,32";"lapsiperhe";"25,4";"19,44"
"mita-ajattelet-tulevaisuuden-k";"3247";"20969";"2013-11-21T09:23"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3248";"20970";"2013-11-21T09:34";"0";"erittain-todennakoisesti";"32,54";"joukkoliikenne";"15,08";"10,32";"0";"henkiloauto"; ;"11,11";"0";"kavely";"30-39";"Suomenlinna";"fi";"0";"0";"lapsiperhe";"19,05"; 
"mita-ajattelet-tulevaisuuden-k";"3249";"20979";"2013-11-21T09:38";"87,9";"erittain-todennakoisesti";"100";"joukkoliikenne";"79,96000000000001";"0";"0";"kavely"; ;"100"; ;"polkupyora";"40-49";"Herttoniemi (Roihuvuori)";"fi";"0";"85,52";"yksin-asuva";"100";"100"
"mita-ajattelet-tulevaisuuden-k";"3250";"21019";"2013-11-21T10:24";"0";"melko-epatodennakoisesti";"99,01";"joukkoliikenne";"0";"0";"0";"polkupyora"; ;"38,69";"0";"henkiloauto";"30-39";"Herttoniemi (Roihuvuori)";"fi";"38,69";"0";"pariskunta";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"3251";"21033";"2013-11-21T10:40"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3254";"21035";"2013-11-21T11:10";"42,61";"melko-epatodennakoisesti";"77,14";"joukkoliikenne";"10,47";"24,76"; ;"kavely"; ; ;"9,28";"polkupyora";"25-29";"Sörnäinen";"fi";"26,740000000000002"; ;"yksin-asuva";"30,16"; 
"mita-ajattelet-tulevaisuuden-k";"3255";"21036";"2013-11-21T11:16";"19,6";"melko-todennakoisesti";"88,65";"kavely";"15,24";"50,56";"11,27";"joukkoliikenne"; ; ;"0";"henkiloauto";"50-59";"Etu-Töölö";"fi";"50,42";"31,51";"pariskunta";"18,81";"26,35"
"mita-ajattelet-tulevaisuuden-k";"3256";"21037";"2013-11-21T12:01";"91,67";"erittain-todennakoisesti";"32,14";"polkupyora"; ; ;"23,81";"kavely"; ;"7,54";"68,25";"joukkoliikenne";"40-49";"Herttoniemi (Roihuvuori)";"fi";"2,7800000000000002";"96,03";"lapsiperhe";"22,62";"41,27"
"mita-ajattelet-tulevaisuuden-k";"3257";"21041";"2013-11-21T12:09"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3258";"21043";"2013-11-21T12:14"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3259";"21044";"2013-11-21T12:16";"39,75";"erittain-todennakoisesti";"76,44";"joukkoliikenne";"18,02";"0";"0";"kavely"; ;"19,7";"0";"polkupyora";"25-29";"Haaga";"fi";"49,24";"11,89";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"3260";"21045";"2013-11-21T12:18";"100";"vaikea-sanoa";"32,7";"henkiloauto";"29,92";"17,22";"50,21";"joukkoliikenne";"ulkomailla";"37,46";"15,24";"polkupyora";"30-39";"Herttoniemi (Roihuvuori)";"fi";"0";"32,7";"yksin-asuva";"25,95"; 
"mita-ajattelet-tulevaisuuden-k";"3261";"21046";"2013-11-21T12:21";"61,71";"melko-todennakoisesti";"70,04";"kavely";"0";"30,36";"15,280000000000001";"joukkoliikenne"; ;"10,120000000000001";"0";"polkupyora";"25-29";"Länsisatama (Ruoholahti, Salmisaari, Lapinlahti, Jätkäsaari, Hernesaari)";"fi";"10,91"; ;"lapsiperhe";"10,91";"0"
"mita-ajattelet-tulevaisuuden-k";"3262";"21047";"2013-11-21T12:21";"0";"melko-todennakoisesti";"14,45";"joukkoliikenne";"0";"30,72";"25,95";"polkupyora"; ;"0";"0";"henkiloauto";"30-39";"Vuosaari";"fi";"0";"0";"lapsiperhe";"0";"20,4"
"mita-ajattelet-tulevaisuuden-k";"3263";"21048";"2013-11-21T12:22";"0";"melko-todennakoisesti";"80,23";"joukkoliikenne";"0";"0";"0";"polkupyora"; ;"0";"0";"kavely";"30-39";"Alppiharju";"fi";"0";"0";"pariskunta";"0";"32,16"
"mita-ajattelet-tulevaisuuden-k";"3264";"21049";"2013-11-21T12:22"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3265";"21050";"2013-11-21T12:22";"25,990000000000002";"erittain-todennakoisesti";"100";"joukkoliikenne";"0";"25,6";"75,99";"kavely"; ;"100";"0,99";"polkupyora";"50-59";"Katajanokka";"fi";"0";"100";"pariskunta";"0,6";"0"
"mita-ajattelet-tulevaisuuden-k";"3266";"21051";"2013-11-21T12:24";"98,41";"melko-todennakoisesti";"0";"joukkoliikenne";"96,43";"3,97";"3,97";"kavely";"muualla-uudenmaan-alueella";"99,21";"95,63";"henkiloauto";"40-49";"Punavuori";"fi";"94,84";"98,41";"pariskunta";"99,21";"97,62"
"mita-ajattelet-tulevaisuuden-k";"3267";"21055";"2013-11-21T12:26";"79,13";"melko-epatodennakoisesti";"55,32";"henkiloauto";"64,05";"80,15";"84,29";"kavely"; ;"10,08";"61,6";"joukkoliikenne";"30-39";"Suutarila (Siltamäki, Tapulikaupunki, Töyrynummi)";"fi";"72,94";"88,65";"lapsiperhe";"98,85";"93,81"
"mita-ajattelet-tulevaisuuden-k";"3268";"21059";"2013-11-21T12:29";"5,41";"vaikea-sanoa";"49,46";"joukkoliikenne";"2,24";"14,54";"3,43";"kavely"; ;"2,24";"2,64";"polkupyora";"25-29";"Herttoniemi (Roihuvuori)";"fi";"3,03";"1,84";"yksin-asuva";"1,05";"1,44"
"mita-ajattelet-tulevaisuuden-k";"3269";"21060";"2013-11-21T12:30";"40,24";"melko-todennakoisesti";"40,64";"polkupyora";"20";"25,95";"60,48";"kavely"; ; ;"0";"joukkoliikenne";"30-39";"Kruununhaka";"en";"0";"39,84";"pariskunta";"29,25";"64,84"
"mita-ajattelet-tulevaisuuden-k";"3270";"21073";"2013-11-21T12:31"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3271";"21085";"2013-11-21T12:32";"21,2";"melko-todennakoisesti";"28,83";"joukkoliikenne";"22,76";"0";"0";"kavely"; ;"85,8";"10,05"; ;"25-29";"Punavuori";"fi";"0";"37,93";"yksin-asuva";"12,44";"100"
"mita-ajattelet-tulevaisuuden-k";"3272";"21095";"2013-11-21T12:33";"79,52";"vaikea-sanoa"; ;"joukkoliikenne";"29,13";"75,95";"71,19";"kavely"; ;"83,1";"29,13";"henkiloauto";"30-39";"Käpylä";"en";"20,99";"58,1";"pariskunta";"65,63";"30,63"
"mita-ajattelet-tulevaisuuden-k";"3273";"21101";"2013-11-21T12:34";"0";"erittain-todennakoisesti"; ;"kavely"; ;"12,07";"0";"joukkoliikenne"; ;"38,26";"0";"henkiloauto";"20-24";"Kallio";"fi";"100";"13,65";"yksin-asuva";"75,56";"0"
"mita-ajattelet-tulevaisuuden-k";"3274";"21112";"2013-11-21T12:36"; ;"erittain-todennakoisesti";"11,27";"polkupyora";"12,46";"11,67";"100";"kavely"; ;"11,67";"12,06";"joukkoliikenne";"40-49";"Katajanokka";"fi";"11,67";"11,67";"lapsiperhe";"43,41";"87,86"
"mita-ajattelet-tulevaisuuden-k";"3275";"21113";"2013-11-21T12:37";"79,13";"erittain-todennakoisesti";"90,63";"joukkoliikenne";"0";"0";"0";"kavely"; ;"100";"0";"polkupyora";"40-49";"Hermanni";"fi";"0";"27,54";"yksin-asuva";"77,94";"100"
"mita-ajattelet-tulevaisuuden-k";"3276";"21116";"2013-11-21T12:37";"0";"erittain-todennakoisesti";"79,17";"polkupyora";"35,52";"0,99";"23,61";"joukkoliikenne"; ;"0";"0";"kavely";"30-39";"Punavuori";"fi";"0";"0";"pariskunta";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"3277";"21123";"2013-11-21T12:38"; ;"erittain-todennakoisesti";"92,62";"polkupyora"; ;"0";"0";"joukkoliikenne"; ;"0";"0";"kavely";"30-39";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"0";"0";"lapsiperhe";"19,21"; 
"mita-ajattelet-tulevaisuuden-k";"3278";"21122";"2013-11-21T12:38"; ;"erittain-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"kavely"; ; ; ; ;"30-39";"Kallio";"en"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"3279";"21127";"2013-11-21T12:40";"0";"vaikea-sanoa";"38,25";"kavely";"81,51";"1,35";"34,29";"joukkoliikenne"; ;"0";"27,14";"polkupyora";"30-39";"Kallio";"fi";"25,56";"0";"lapsiperhe";"0";"32,3"
"mita-ajattelet-tulevaisuuden-k";"3280";"21134";"2013-11-21T12:40";"0";"erittain-todennakoisesti";"87,5";"kavely";"11,71";"7,34"; ;"joukkoliikenne"; ;"16,47";"0";"polkupyora";"40-49";"Kallio";"fi";"21,23";"8,13";"yksin-asuva";"27,98";"30,75"
"mita-ajattelet-tulevaisuuden-k";"3281";"21148";"2013-11-21T12:43"; ;"erittain-todennakoisesti";"28,77";"henkiloauto"; ;"80,75";"84,72";"joukkoliikenne"; ; ;"25,2";"polkupyora";"30-39";"Tuomarinkylä (Paloheinä, Torpparinmäki, Tuomarinkartano, Haltiala)";"fi";"49,01"; ;"lapsiperhe"; ;"84,72"
"mita-ajattelet-tulevaisuuden-k";"3283";"21154";"2013-11-21T12:43";"31,51";"erittain-todennakoisesti";"48,69";"joukkoliikenne";"14,05";"20";"23,97";"polkupyora"; ;"19,21";"6,8";"henkiloauto";"30-39";"Haaga";"fi";"31,91";"10,08";"pariskunta";"26,35";"26,75"
"mita-ajattelet-tulevaisuuden-k";"3284";"21156";"2013-11-21T12:43"; ;"melko-todennakoisesti";"52,980000000000004";"joukkoliikenne"; ;"52,980000000000004"; ;"polkupyora"; ; ; ;"kavely";"60-69";"Vartiokylä (Vartioharju, Puotila, Puotinharju, Myllypuro, Marjaniemi, Itäkeskus)";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"3285";"21163";"2013-11-21T12:44"; ;"melko-todennakoisesti"; ;"henkiloauto"; ; ; ;"joukkoliikenne";"espoossa"; ; ;"kavely";"20-24";"Konala";"fi"; ; ;"pariskunta"; ; 
"mita-ajattelet-tulevaisuuden-k";"3286";"21170";"2013-11-21T12:45";"0";"erittain-todennakoisesti";"12,06";"joukkoliikenne";"0";"35,08";"27,35";"henkiloauto"; ;"0";"4,52";"kavely";"50-59";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi"; ;"43,02";"lapsiperhe";"79,52";"77,42"
"mita-ajattelet-tulevaisuuden-k";"3287";"21190";"2013-11-21T12:47";"5,56";"erittain-todennakoisesti";"9,92";"henkiloauto";"96,03";"3,17";"92,86";"joukkoliikenne"; ;"96,83";"95,24";"polkupyora";"70-";"Punavuori";"fi";"96,43";"99,6";"yhteiso";"5,95";"7,54"
"mita-ajattelet-tulevaisuuden-k";"3288";"21248";"2013-11-21T12:53";"36,31";"erittain-todennakoisesti";"80,75";"joukkoliikenne"; ;"12,5";"0";"polkupyora"; ;"32,34"; ;"kavely";"25-29";"Toukola (Arabianranta)";"fi";"36,71";"17,66";"pariskunta";"34,33";"37,5"
"mita-ajattelet-tulevaisuuden-k";"3289";"21253";"2013-11-21T12:53";"50,44";"erittain-epatodennakoisesti";"14,05";"polkupyora";"0";"0";"0";"joukkoliikenne"; ;"0";"0";"kavely";"40-49";"Käpylä";"fi";"0";"0";"lapsiperhe";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"3290";"21255";"2013-11-21T12:53";"0";"vaikea-sanoa";"100";"kavely";"0";"27,18";"0";"joukkoliikenne"; ;"0";"100";"henkiloauto";"20-24";"Ruskeasuo";"fi";"100";"0";"yksin-asuva";"0";"0"
"mita-ajattelet-tulevaisuuden-k";"3291";"21272";"2013-11-21T12:56"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3292";"21273";"2013-11-21T12:56";"16,43";"erittain-todennakoisesti";"87,46";"henkiloauto";"37,86";"14,03";"37,46";"joukkoliikenne"; ;"20,8";"18,02";"polkupyora";"30-39";"Taka-Töölö";"fi";"43,5";"14,84";"lapsiperhe";"12,46";"15,64"
"mita-ajattelet-tulevaisuuden-k";"3293";"21286";"2013-11-21T12:59"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3295";"21313";"2013-11-21T13:13";"36,67";"melko-todennakoisesti";"100";"joukkoliikenne";"9,69";"40,64";"26,35";"polkupyora"; ;"39,45";"15,24";"kavely";"30-39";"Käpylä";"fi";"0,56";"20,8";"lapsiperhe";"7,7";"30,32"
"mita-ajattelet-tulevaisuuden-k";"3296";"21315";"2013-11-21T13:15";"6,64";"melko-epatodennakoisesti";"77,64";"kavely";"28,43";"16,52";"44,7";"joukkoliikenne"; ;"29,22";"1,05";"polkupyora";"20-24";"Kamppi";"fi";"34,38";"0";"pariskunta";"8,19";"56,6"
"mita-ajattelet-tulevaisuuden-k";"3297";"21318";"2013-11-21T13:17";"20,4";"vaikea-sanoa";"60,36";"joukkoliikenne";"10,88";"20,4";"30,72";"polkupyora"; ;"30,72";"0";"kavely";"25-29";"Hermanni";"fi";"0";"0";"pariskunta";"0";"17,62"
"mita-ajattelet-tulevaisuuden-k";"3298";"21321";"2013-11-21T13:18"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3299";"21326";"2013-11-21T13:22";"45,04";"vaikea-sanoa";"70,44";"henkiloauto";"24,8";"29,560000000000002";"2,98";"joukkoliikenne"; ;"2,98";"2,58";"polkupyora";"50-59";"Munkkiniemi (Kuusisaari, Lehtisaari, Munkkivuori, Niemenmäki, Talinranta)";"fi";"3,37";"13,69";"pariskunta";"29,17";"43,45"
"mita-ajattelet-tulevaisuuden-k";"3300";"21333";"2013-11-21T13:24";"55,71";"vaikea-sanoa";"5,71";"joukkoliikenne";"0";"70";"40,24";"polkupyora"; ;"10,58";"0";"henkiloauto";"25-29";"Vallila";"fi";"35,08";"25,16";"pariskunta";"0";"10,18"
"mita-ajattelet-tulevaisuuden-k";"3301";"21345";"2013-11-21T13:31";"93,61";"erittain-epatodennakoisesti";"96,26";"joukkoliikenne";"7,1";"23,37";"5,12";"polkupyora"; ;"50,75";"15,04";"kavely";"60-69";"Viikki";"fi";"3,93";"11,87";"yksin-asuva";"5,12";"5,52"
"mita-ajattelet-tulevaisuuden-k";"3302";"21348";"2013-11-21T13:32";"30,32";"melko-todennakoisesti";"40,28";"joukkoliikenne";"30,72";"10,08";"0,16";"polkupyora"; ;"5,64";"0";"kavely";"30-39";"Kallio";"fi";"40,84";"5,72";"yksin-asuva";"20,8";"40,24"
"mita-ajattelet-tulevaisuuden-k";"3303";"21355";"2013-11-21T13:37";"84,68";"melko-todennakoisesti";"75,56";"kavely";"68,81";"41,83";"38,25";"polkupyora"; ; ;"20";"joukkoliikenne";"50-59";"Kamppi";"fi";"100"; ;"pariskunta";"97,78";"40,24"
"mita-ajattelet-tulevaisuuden-k";"3304";"21370";"2013-11-21T13:40"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"en"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3305";"21373";"2013-11-21T13:41"; ;"melko-todennakoisesti"; ;"joukkoliikenne"; ; ; ;"henkiloauto"; ; ; ;"kavely";"30-39";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi"; ; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"3306";"21378";"2013-11-21T13:41"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3307";"21379";"2013-11-21T13:42";"15,280000000000001";"melko-todennakoisesti";"86,31";"henkiloauto";"18,85";"6,94";"12,1";"joukkoliikenne"; ; ;"7,74";"kavely";"40-49";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi";"0";"79,17";"lapsiperhe";"27,18";"19,64"
"mita-ajattelet-tulevaisuuden-k";"3309";"21447";"2013-11-21T13:50";"0";"melko-todennakoisesti";"6,91";"polkupyora";"74,76";"8,49";"100";"kavely"; ; ; ;"joukkoliikenne";"50-59";"Vuosaari";"fi";"0"; ;"lapsiperhe"; ; 
"mita-ajattelet-tulevaisuuden-k";"3310";"21455";"2013-11-21T13:51"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3311";"21461";"2013-11-21T13:53"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3312";"21462";"2013-11-21T13:54";"24,76";"melko-todennakoisesti";"81,38";"joukkoliikenne";"0";"79,92";"0";"henkiloauto";"espoossa";"0"; ;"kavely";"50-59";"Punavuori";"fi";"0";"0,16";"lapsiperhe";"43,81";"50,32"
"mita-ajattelet-tulevaisuuden-k";"3313";"21466";"2013-11-21T14:02"; ;"erittain-epatodennakoisesti";"18,94";"kavely"; ; ; ;"joukkoliikenne";"ulkomailla"; ; ;"henkiloauto";"30-39";"Taka-Töölö";"fi"; ; ;"yksin-asuva"; ; 
"mita-ajattelet-tulevaisuuden-k";"3315";"21476";"2013-11-21T14:11"; ;"vaikea-sanoa";"74,37";"kavely"; ; ; ;"polkupyora"; ; ; ;"joukkoliikenne";"20-24";"Punavuori";"en"; ; ;"yhteiso"; ; 
"mita-ajattelet-tulevaisuuden-k";"3316";"21478";"2013-11-21T14:13"; ;"melko-todennakoisesti"; ;"polkupyora";"27,78";"21,03";"34,52";"joukkoliikenne"; ;"9,13";"26,98";"henkiloauto";"30-39";"Herttoniemi (Roihuvuori)";"fi";"4,37";"12,3";"pariskunta";"11,9"; 
"mita-ajattelet-tulevaisuuden-k";"3317";"21480";"2013-11-21T14:16"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3318";"21481";"2013-11-21T14:17"; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"fi"; ; ; ; ; 
"mita-ajattelet-tulevaisuuden-k";"3319";"21488";"2013-11-21T14:28";"70,63";"melko-todennakoisesti"; ;"joukkoliikenne";"69,05";"28,17";"71,43";"kavely"; ;"29,76";"63,89";"henkiloauto";"30-39";"Tapaninkylä";"fi";"22,62";"71,43";"yksin-asuva";"26,19";"53,17"
"mita-ajattelet-tulevaisuuden-k";"3320";"21489";"2013-11-21T14:31";"100";"erittain-todennakoisesti";"90,63";"joukkoliikenne";"25,03";"0";"70,79";"henkiloauto"; ; ;"0";"kavely";"30-39";"Oulunkylä (Pirkkola, Maunula, Metsälä, Patola, Veräjämäki, Veräjälaakso)";"fi";"15,11";"80,71";"pariskunta";"90,4";"85,48"
"mita-ajattelet-tulevaisuuden-k";"3321";"21490";"2013-11-21T14:34";"34,92";"melko-todennakoisesti";"58,33";"henkiloauto";"44,05";"70,63";"98,81";"kavely"; ;"40,87";"44,05";"joukkoliikenne";"30-39";"Suurmetsä (Puistola, Heikinlaakso, Tattarisuo, Jakomäki, Alppikylä)";"fi";"96,83";"56,75";"pariskunta";"58,73";"39,29"
"mita-ajattelet-tulevaisuuden-k";"3322";"21492";"2013-11-21T14:35";"74,37";"melko-todennakoisesti";"44,6";"joukkoliikenne";"43,02";"89,44";"39,44";"kavely"; ;"71,98";"44,6";"polkupyora";"20-24";"Suutarila (Siltamäki, Tapulikaupunki, Töyrynummi)";"fi";"14,05";"38,25";"pariskunta";"29,13";"48,17"
